sex,lifeStage,verbatimIdentification,eventID,basisOfRecord,occurrenceStatus,preparations,occurrenceID,identificationRemarks,scientificName,identificationQualifier,previousIdentifications,scientificNameID,scientificNameAuthorship,taxonomicStatus,taxonRank,kingdom,phylum,class,order,family,genus,specificEpithet
,C2,Euchaetidae spp.,IYS2022-Franklin-5-57-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-57-141-Bongo-1-3010,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Euchaetidae (Giesbrecht, 1893)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104086,"Giesbrecht, 1893",accepted,Family,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,,
,larvae,Epicarid spp.,IYS2022-Franklin-5-57-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-57-141-Bongo-1-3011,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Epicaridea (Latreille, 1825)",sp. indet.,,urn:lsid:marinespecies.org:taxname:13795,"Latreille, 1825",accepted,Suborder,Animalia,Arthropoda,Malacostraca,Isopoda,,,
,juvenile,Thysanoessa longipes,IYS2022-Franklin-5-57-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-57-141-Bongo-1-3012,,"Thysanoessa longipes (Brandt, 1851)",,,urn:lsid:marinespecies.org:taxname:237873,"Brandt, 1851",accepted,Species,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,longipes
Male,C5,Eucalanus bungii,IYS2022-Franklin-5-57-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-57-141-Bongo-1-3013,,"Eucalanus bungii (Giesbrecht, 1893)",,,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,bungii
Male,C6,Pseudocalanus newmani,IYS2022-Franklin-5-57-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-57-141-Bongo-1-3014,,"Pseudocalanus newmani (Frost, 1989)",,,urn:lsid:marinespecies.org:taxname:157679,"Frost, 1989",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,newmani
Female,C6,Oithona setigera,IYS2022-Franklin-5-57-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-57-141-Bongo-1-3015,,"Oithona setigera (Dana, 1849)",,,urn:lsid:marinespecies.org:taxname:106655,"Dana, 1849",alternate representation,Species,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,setigera
,,Fritillaria borealis,IYS2022-Franklin-5-57-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-57-141-Bongo-1-3016,,"Fritillaria borealis (Lohmann, 1896)",,,urn:lsid:marinespecies.org:taxname:103375,"Lohmann, 1896",accepted,Species,Animalia,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,borealis
,C5,Neocalanus cristatus,IYS2022-Franklin-5-57-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-57-141-Bongo-1-3017,,"Neocalanus cristatus (Krøyer, 1848)",,,urn:lsid:marinespecies.org:taxname:104470,"Krøyer, 1848",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,cristatus
,C4,Aetideus pacificus,IYS2022-Franklin-5-57-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-57-141-Bongo-1-3018,,"Aetideus pacificus (Brodsky, 1950)",,,urn:lsid:marinespecies.org:taxname:254648,"Brodsky, 1950",unaccepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,pacificus
,C5,Pleuromamma abdominalis,IYS2022-Franklin-5-57-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-57-141-Bongo-1-3019,,"Pleuromamma abdominalis (Lubbock, 1856)",,,urn:lsid:marinespecies.org:taxname:104637,"Lubbock, 1856",alternate representation,Species,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,abdominalis
,C1,Neocalanus flemingeri,IYS2022-Franklin-5-57-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-57-141-Bongo-1-3020,,"Neocalanus flemingeri (Miller, 1988)",,,urn:lsid:marinespecies.org:taxname:353708,"Miller, 1988",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,flemingeri
Female,C6,Eucalanus bungii,IYS2022-Franklin-5-57-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-57-141-Bongo-1-3021,,"Eucalanus bungii (Giesbrecht, 1893)",,,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,bungii
Female,C6,Paraeuchaeta elongata,IYS2022-Franklin-5-57-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-57-141-Bongo-1-3022,,"Paraeuchaeta elongata (Esterly, 1913)",,,urn:lsid:marinespecies.org:taxname:196779,"Esterly, 1913",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,elongata
Female,adult,Thysanoessa inspinata,IYS2022-Franklin-5-57-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-57-141-Bongo-1-3023,,"Thysanoessa inspinata (Nemoto, 1963)",,,urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",accepted,Species,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,inspinata
Female,C6,Pleuromamma abdominalis,IYS2022-Franklin-5-57-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-57-141-Bongo-1-3024,,"Pleuromamma abdominalis (Lubbock, 1856)",,,urn:lsid:marinespecies.org:taxname:104637,"Lubbock, 1856",alternate representation,Species,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,abdominalis
Male,adult,Primno abyssalis,IYS2022-Franklin-5-57-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-57-141-Bongo-1-3025,,"Primno abyssalis (Bowman in Fulton, 1968)",,,urn:lsid:marinespecies.org:taxname:421603,"Bowman in Fulton, 1968",accepted,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,abyssalis
,,Clione limacina,IYS2022-Franklin-5-57-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-57-141-Bongo-1-3026,,"Clione limacina (Phipps, 1774)",,,urn:lsid:marinespecies.org:taxname:139178,"Phipps, 1774",accepted,Species,Animalia,Mollusca,Gastropoda,Pteropoda,Clionidae,Clione,limacina
,nectophore,Dimophyes arctica,IYS2022-Franklin-5-57-141-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-57-141-Bongo-1-3027,,"Dimophyes arctica (Chun, 1897)",,,urn:lsid:marinespecies.org:taxname:135418,"Chun, 1897",accepted,Species,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Dimophyes,arctica
