sex,lifeStage,verbatimIdentification,eventID,basisOfRecord,occurrenceStatus,preparations,occurrenceID,identificationRemarks,scientificName,identificationQualifier,previousIdentifications,scientificNameID,scientificNameAuthorship,taxonomicStatus,taxonRank,kingdom,phylum,class,order,family,genus,specificEpithet
,C5,Racovitzanus antarcticus,IYS2022-Franklin-5-48-135-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-135-Bongo-1-507,,"Racovitzanus antarcticus (Giesbrecht, 1902)",,,urn:lsid:marinespecies.org:taxname:104784,"Giesbrecht, 1902",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Racovitzanus,antarcticus
Female,C6,Pseudocalanus mimus,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-508,,"Pseudocalanus mimus (Frost, 1989)",,,urn:lsid:marinespecies.org:taxname:355067,"Frost, 1989",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,mimus
,C2,Metridia spp.,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-509,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Metridia (Boeck, 1865)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,
,C5,Neocalanus cristatus,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-510,,"Neocalanus cristatus (Krøyer, 1848)",,,urn:lsid:marinespecies.org:taxname:104470,"Krøyer, 1848",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,cristatus
Female,C5,Pseudocalanus mimus,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-511,,"Pseudocalanus mimus (Frost, 1989)",,,urn:lsid:marinespecies.org:taxname:355067,"Frost, 1989",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,mimus
,C5,Aetideus pacificus,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-512,,"Aetideus pacificus (Brodsky, 1950)",,,urn:lsid:marinespecies.org:taxname:254648,"Brodsky, 1950",unaccepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,pacificus
Female,C6,Spinocalanus longicornis,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-513,,"Spinocalanus longicornis (Sars G.O., 1900)",,,urn:lsid:marinespecies.org:taxname:104852,"Sars G.O., 1900",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Spinocalanidae,Spinocalanus,longicornis
Male,adult,Themisto pacifica,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-514,,"Themisto pacifica (Stebbing, 1888)",,,urn:lsid:marinespecies.org:taxname:254453,"Stebbing, 1888",accepted,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,pacifica
,,Eukrohnia hamata,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-515,,"Eukrohnia hamata (Möbius, 1875)",,,urn:lsid:marinespecies.org:taxname:105416,"Möbius, 1875",accepted,Species,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,hamata
Female,C6,Racovitzanus antarcticus,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-516,,"Racovitzanus antarcticus (Giesbrecht, 1902)",,,urn:lsid:marinespecies.org:taxname:104784,"Giesbrecht, 1902",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Racovitzanus,antarcticus
Female,adult,Themisto pacifica,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-517,,"Themisto pacifica (Stebbing, 1888)",,,urn:lsid:marinespecies.org:taxname:254453,"Stebbing, 1888",accepted,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,pacifica
Male,C5,Pseudocalanus newmani,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-518,,"Pseudocalanus newmani (Frost, 1989)",,,urn:lsid:marinespecies.org:taxname:157679,"Frost, 1989",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,newmani
Female,C6,Oithona setigera,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-519,,"Oithona setigera (Dana, 1849)",,,urn:lsid:marinespecies.org:taxname:106655,"Dana, 1849",alternate representation,Species,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,setigera
,nectophore,Dimophyes arctica,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-520,,"Dimophyes arctica (Chun, 1897)",,,urn:lsid:marinespecies.org:taxname:135418,"Chun, 1897",accepted,Species,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Dimophyes,arctica
,C4,Pseudocalanus spp.,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-521,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Pseudocalanus (Boeck, 1872)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,
,C4,Scolecithricella minor,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-522,,"Scolecithricella minor (Brady, 1883)",,,urn:lsid:marinespecies.org:taxname:104811,"Brady, 1883",alternate representation,Species,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,minor
Female,C5,Eucalanus bungii,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-523,,"Eucalanus bungii (Giesbrecht, 1893)",,,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,bungii
,,Eukrohnia hamata,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-524,,"Eukrohnia hamata (Möbius, 1875)",,,urn:lsid:marinespecies.org:taxname:105416,"Möbius, 1875",accepted,Species,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,hamata
,,Tomopteris septentrionalis,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-525,,"Tomopteris septentrionalis (Steenstrup, 1849)",,,urn:lsid:marinespecies.org:taxname:131568,"Steenstrup, 1849",accepted,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,septentrionalis
,C5,Metridia aff lucens,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-526,,"Metridia lucens (Boeck, 1865)",,,urn:lsid:marinespecies.org:taxname:104633,"Boeck, 1865",alternate representation,Species,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,lucens
,C5,Mesocalanus tenuicornis,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-527,,"Mesocalanus tenuicornis (Dana, 1849)",,,urn:lsid:marinespecies.org:taxname:104468,"Dana, 1849",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,tenuicornis
,,Parasagitta elegans,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-528,,"Parasagitta elegans (Verrill, 1873)",,,urn:lsid:marinespecies.org:taxname:105440,"Verrill, 1873",accepted,Species,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,elegans
Female,C6,Oithona atlantica,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-529,,"Oithona atlantica (Farran, 1908)",,,urn:lsid:marinespecies.org:taxname:106642,"Farran, 1908",accepted,Species,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,atlantica
,C2,Euchaetidae spp.,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-530,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Euchaetidae (Giesbrecht, 1893)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104086,"Giesbrecht, 1893",accepted,Family,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,,
,C4,Heterorhabdus spp.,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-531,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Heterorhabdus (Giesbrecht, 1898)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104178,"Giesbrecht, 1898",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,Heterorhabdus,
,C1,Neocalanus cristatus,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-532,,"Neocalanus cristatus (Krøyer, 1848)",,,urn:lsid:marinespecies.org:taxname:104470,"Krøyer, 1848",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,cristatus
,,Aglantha digitale,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-533,,"Aglantha digitale (O. F. Müller, 1776)",,,urn:lsid:marinespecies.org:taxname:117849,"O. F. Müller, 1776",accepted,Species,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,digitale
,juvenile,Chaetognatha spp.,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-534,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.",Chaetognatha,sp. indet.,,urn:lsid:marinespecies.org:taxname:2081,,accepted,Phylum,Animalia,Chaetognatha,,,,,
Female,C6,Ctenocalanus vanus,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-535,,"Ctenocalanus vanus (Giesbrecht, 1888)",,,urn:lsid:marinespecies.org:taxname:104510,"Giesbrecht, 1888",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Ctenocalanus,vanus
,juvenile,Thysanoessa inspinata,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-536,,"Thysanoessa inspinata (Nemoto, 1963)",,,urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",accepted,Species,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,inspinata
,C4,Oithona atlantica,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-537,,"Oithona atlantica (Farran, 1908)",,,urn:lsid:marinespecies.org:taxname:106642,"Farran, 1908",accepted,Species,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,atlantica
,polytroch,Clione limacina,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-538,,"Clione limacina (Phipps, 1774)",,,urn:lsid:marinespecies.org:taxname:139178,"Phipps, 1774",accepted,Species,Animalia,Mollusca,Gastropoda,Pteropoda,Clionidae,Clione,limacina
,,Mesosagitta minima,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-539,,"Mesosagitta minima (Grassi, 1881)",,,urn:lsid:marinespecies.org:taxname:105437,"Grassi, 1881",accepted,Species,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Mesosagitta,minima
,,Oikopleura spp.,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-540,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Oikopleura (Mertens, 1830)",sp. indet.,,urn:lsid:marinespecies.org:taxname:103367,"Mertens, 1830",accepted,Genus,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,
Female,C6,Mesocalanus tenuicornis,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-541,,"Mesocalanus tenuicornis (Dana, 1849)",,,urn:lsid:marinespecies.org:taxname:104468,"Dana, 1849",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,tenuicornis
,C4,Mesocalanus tenuicornis,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-542,,"Mesocalanus tenuicornis (Dana, 1849)",,,urn:lsid:marinespecies.org:taxname:104468,"Dana, 1849",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,tenuicornis
,C5,Oithona setigera,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-543,,"Oithona setigera (Dana, 1849)",,,urn:lsid:marinespecies.org:taxname:106655,"Dana, 1849",alternate representation,Species,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,setigera
,,Pseudosagitta lyra,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-544,,"Pseudosagitta scrippsae (Alvariño, 1962)",,Pseudosagitta scrippsae,urn:lsid:marinespecies.org:taxname:266259,"Alvariño, 1962",unaccepted,Species,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,scrippsae
Female,C5,Pseudocalanus newmani,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-545,,"Pseudocalanus newmani (Frost, 1989)",,,urn:lsid:marinespecies.org:taxname:157679,"Frost, 1989",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,newmani
Female,C6,Clausocalanus lividus,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-546,,"Clausocalanus lividus (Frost & Fleminger, 1968)",,,urn:lsid:marinespecies.org:taxname:104505,"Frost & Fleminger, 1968",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,lividus
,C3,Candacia spp.,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-547,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Candacia (Dana, 1846)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104157,"Dana, 1846",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Candaciidae,Candacia,
,C5,Lucicutia flavicornis,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-548,,"Lucicutia flavicornis (Claus, 1863)",,,urn:lsid:marinespecies.org:taxname:104597,"Claus, 1863",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Lucicutiidae,Lucicutia,flavicornis
,C3,Heterorhabdus spp.,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-549,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Heterorhabdus (Giesbrecht, 1898)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104178,"Giesbrecht, 1898",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,Heterorhabdus,
Female,C6,Scolecithricella minor,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-550,,"Scolecithricella minor (Brady, 1883)",,,urn:lsid:marinespecies.org:taxname:104811,"Brady, 1883",alternate representation,Species,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,minor
,,Conchoecinae spp.,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-551,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Conchoeciinae (Müller G. W., 1912)",sp. indet.,,urn:lsid:marinespecies.org:taxname:175713,"Müller G. W., 1912",accepted,Subfamily,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,,
Male,C5,Pseudocalanus mimus,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-552,,"Pseudocalanus mimus (Frost, 1989)",,,urn:lsid:marinespecies.org:taxname:355067,"Frost, 1989",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,mimus
Male,C5,Metridia pacifica,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-553,,"Metridia pacifica (Brodsky, 1950)",,,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,pacifica
,C2,Neocalanus cristatus,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-554,,"Neocalanus cristatus (Krøyer, 1848)",,,urn:lsid:marinespecies.org:taxname:104470,"Krøyer, 1848",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,cristatus
Female,C6,Triconia borealis,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-555,,"Triconia borealis (Sars G.O., 1918)",,,urn:lsid:marinespecies.org:taxname:128956,"Sars G.O., 1918",accepted,Species,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Triconia,borealis
,C3,Euchaetidae spp.,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-556,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Euchaetidae (Giesbrecht, 1893)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104086,"Giesbrecht, 1893",accepted,Family,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,,
Female,C6,Pseudocalanus newmani,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-557,,"Pseudocalanus newmani (Frost, 1989)",,,urn:lsid:marinespecies.org:taxname:157679,"Frost, 1989",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,newmani
,C3,Euchirella spp.,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-558,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Euchirella (Giesbrecht, 1888)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104120,"Giesbrecht, 1888",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Euchirella,
,larvae,Epicarid spp.,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-559,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Epicaridea (Latreille, 1825)",sp. indet.,,urn:lsid:marinespecies.org:taxname:13795,"Latreille, 1825",accepted,Suborder,Animalia,Arthropoda,Malacostraca,Isopoda,,,
,C5,Oithona atlantica,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-560,,"Oithona atlantica (Farran, 1908)",,,urn:lsid:marinespecies.org:taxname:106642,"Farran, 1908",accepted,Species,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,atlantica
Male,adult,Thysanoessa inspinata,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-561,,"Thysanoessa inspinata (Nemoto, 1963)",,,urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",accepted,Species,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,inspinata
,veliger,Heteropoda spp.,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-562,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Heteropoda (Latreille, 1804)",sp. indet.,,urn:lsid:marinespecies.org:taxname:1491356,"Latreille, 1804",accepted,Genus,Animalia,Arthropoda,Arachnida,Araneae,Heteropodidae,Heteropoda,
,C5,Scolecithricella minor,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-563,,"Scolecithricella minor (Brady, 1883)",,,urn:lsid:marinespecies.org:taxname:104811,"Brady, 1883",alternate representation,Species,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,minor
,C3,Neocalanus flemingeri,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-564,,"Neocalanus flemingeri (Miller, 1988)",,,urn:lsid:marinespecies.org:taxname:353708,"Miller, 1988",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,flemingeri
,juvenile,Eukrohnia hamata,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-565,,"Eukrohnia hamata (Möbius, 1875)",,,urn:lsid:marinespecies.org:taxname:105416,"Möbius, 1875",accepted,Species,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,hamata
Female,C6,Metridia aff lucens,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-566,,"Metridia lucens (Boeck, 1865)",,,urn:lsid:marinespecies.org:taxname:104633,"Boeck, 1865",alternate representation,Species,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,lucens
,C2,Neocalanus plumchrus,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-567,,"Neocalanus plumchrus (Marukawa, 1921)",,,urn:lsid:marinespecies.org:taxname:196772,"Marukawa, 1921",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,plumchrus
,,Limacina helicina,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-568,,"Limacina helicina (Phipps, 1774)",,,urn:lsid:marinespecies.org:taxname:140223,"Phipps, 1774",accepted,Species,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,helicina
,C1,Neocalanus flemingeri,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-569,,"Neocalanus flemingeri (Miller, 1988)",,,urn:lsid:marinespecies.org:taxname:353708,"Miller, 1988",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,flemingeri
,C3,Pseudocalanus spp.,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-570,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Pseudocalanus (Boeck, 1872)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,
Female,C4,Eucalanus bungii,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-571,,"Eucalanus bungii (Giesbrecht, 1893)",,,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,bungii
,C4,Metridia pacifica,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-572,,"Metridia pacifica (Brodsky, 1950)",,,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,pacifica
,,Parasagitta elegans,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-573,,"Parasagitta elegans (Verrill, 1873)",,,urn:lsid:marinespecies.org:taxname:105440,"Verrill, 1873",accepted,Species,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,elegans
Female,C6,Eucalanus bungii,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-574,,"Eucalanus bungii (Giesbrecht, 1893)",,,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,bungii
,C4,Neocalanus cristatus,IYS2022-Franklin-5-48-138-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-48-138-Bongo-1-575,,"Neocalanus cristatus (Krøyer, 1848)",,,urn:lsid:marinespecies.org:taxname:104470,"Krøyer, 1848",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,cristatus
